"タスク大分類コード","タスク大分類","タスク中分類コード","タスク中分類","タスク小分類コード","タスク小分類","評価項目コード","評価項目"
"PL01","IT戦略策定・実行推進","PL01.3","IT戦略実行マネジメント","PL01.3.6","プログラムリスクへの対応","PL01.3.6.1","プログラムを実行する複数のプロジェクト間で、優先順位や各種リソース（人、時間、予算等）配分等を調整する"
"PL01","IT戦略策定・実行推進","PL01.3","IT戦略実行マネジメント","PL01.3.6","プログラムリスクへの対応","PL01.3.6.2","計画からの逸脱および結果や問題に対して、是生処置または予防処置を立案して実行する"
"PL01","IT戦略策定・実行推進","PL01.3","IT戦略実行マネジメント","PL01.3.6","プログラムリスクへの対応","PL01.3.6.3","個別プロジェクトで期待価値が生み出されていない場合に、適切な手立てを取って、プロジェクトの建て直し、再編、停止等の措置を講じる"
"PL01","IT戦略策定・実行推進","PL01.3","IT戦略実行マネジメント","PL01.3.6","プログラムリスクへの対応","PL01.3.6.4","プログラムのミッションと実行状況に応じて、中途終結を含むプログラムの構造の変更の意思決定をする"
"PL01","IT戦略策定・実行推進","PL01.3","IT戦略実行マネジメント","PL01.3.7","コミュニティマネジメント","PL01.3.7.1","プログラムを協働する組織、プロジェクト、人を結集させるコミュニティとその運営ルールを設定する"
"PL01","IT戦略策定・実行推進","PL01.3","IT戦略実行マネジメント","PL01.3.7","コミュニティマネジメント","PL01.3.7.2","プログラムの協働を促進するために、コミュニティの物理的、電子的な場やプラットフォームを設置する"
"PL01","IT戦略策定・実行推進","PL01.3","IT戦略実行マネジメント","PL01.3.7","コミュニティマネジメント","PL01.3.7.3","コミュニティがプログラムの協働者に有用となるように、目標と数値指標を設定し、実績を可視化する"
"PL02","システム企画立案","PL02.1","システム化構想の立案","PL02.1.1","システム化構想基本方針の策定","PL02.1.1.1","システム化構想によるビジネス課題解決の達成目標を確認する"
"PL02","システム企画立案","PL02.1","システム化構想の立案","PL02.1.1","システム化構想基本方針の策定","PL02.1.1.2","事業環境、業務環境の情報を収集し、事業課題を分析する"
"PL02","システム企画立案","PL02.1","システム化構想の立案","PL02.1.1","システム化構想基本方針の策定","PL02.1.1.3","システム化構想の前提となるIT戦略を把握する"
"PL02","システム企画立案","PL02.1","システム化構想の立案","PL02.1.1","システム化構想基本方針の策定","PL02.1.1.4","事業環境および業務環境の分析結果と情報システム化目標の関係をIT化方針として文書化する"
"PL02","システム企画立案","PL02.1","システム化構想の立案","PL02.1.2","現行業務、システムの調査分析","PL02.1.2.1","現行業務を調査し、業務実態を把握する"
"PL02","システム企画立案","PL02.1","システム化構想の立案","PL02.1.2","現行業務、システムの調査分析","PL02.1.2.2","現行システムの状況を調査し、現行システムの稼働状況を把握する"
"PL02","システム企画立案","PL02.1","システム化構想の立案","PL02.1.2","現行業務、システムの調査分析","PL02.1.2.3","現行の業務やシステムの状況から、開発、改善、改革対象の範囲を把握する"
"PL02","システム企画立案","PL02.1","システム化構想の立案","PL02.1.3","新業務の全体像把握と評価指標の設定","PL02.1.3.1","システム化で対応する業務機能のあるべき姿を描く"
"PL02","システム企画立案","PL02.1","システム化構想の立案","PL02.1.3","新業務の全体像把握と評価指標の設定","PL02.1.3.2","あるべき業務機能に求められる主要機能を明らかにする"
"PL02","システム企画立案","PL02.1","システム化構想の立案","PL02.1.3","新業務の全体像把握と評価指標の設定","PL02.1.3.3","企画するシステムにおける業務運用の定量的評価指標を設定する"
"PL02","システム企画立案","PL02.1","システム化構想の立案","PL02.1.3","新業務の全体像把握と評価指標の設定","PL02.1.3.4","企画するシステムにおける業務運用の定性的評価指標を設定する"
"PL02","システム企画立案","PL02.1","システム化構想の立案","PL02.1.4","投資規模の策定","PL02.1.4.1","企画するシステムの開発（一次費用）に関する期間、体制、工数、設備費の概算を見積もる"
"PL02","システム企画立案","PL02.1","システム化構想の立案","PL02.1.4","投資規模の策定","PL02.1.4.2","企画するシステムの保守運用（継続費用）に関する体制、工数、機器保守費の概算を見積もる"
"PL02","システム企画立案","PL02.1","システム化構想の立案","PL02.1.4","投資規模の策定","PL02.1.4.3","ビジネスモデルとシステムアーキテクチャによる企業目標、経営戦略およびIT戦略の実現性を評価する"
"PL02","システム企画立案","PL02.1","システム化構想の立案","PL02.1.5","システム化構想の成案化","PL02.1.5.1","システム化構想書の原案を作成する"
"PL02","システム企画立案","PL02.1","システム化構想の立案","PL02.1.5","システム化構想の成案化","PL02.1.5.2","有識者を集め、システム化構想書をレビューし、成案化する"
"PL02","システム企画立案","PL02.1","システム化構想の立案","PL02.1.5","システム化構想の成案化","PL02.1.5.3","組織体のルールに従ってシステム化構想の承認を得る"
"PL02","システム企画立案","PL02.1","システム化構想の立案","PL02.1.5","システム化構想の成案化","PL02.1.5.4","システム化計画の推進体制を立案する"
"PL02","システム企画立案","PL02.1","システム化構想の立案","PL02.1.5","システム化構想の成案化","PL02.1.5.5","推進体制案を関係先と調整し、体制を確立する"
"PL02","システム企画立案","PL02.1","システム化構想の立案","PL02.1.6","システム化構想の支援","PL02.1.6.1","対象業務のユーザ要件を把握する"
"PL02","システム企画立案","PL02.1","システム化構想の立案","PL02.1.6","システム化構想の支援","PL02.1.6.2","適用情報技術の調査を通じて、主要機能実現のためのシステム方式を提言する"
"PL02","システム企画立案","PL02.1","システム化構想の立案","PL02.1.6","システム化構想の支援","PL02.1.6.3","業界で利用されているアプリケーションの傾向を調査し、適合性について評価、提言する"
"PL02","システム企画立案","PL02.2","システム化計画の策定","PL02.2.1","システム化計画におけるプロジェクト計画の策定","PL02.2.1.1","システム化計画の策定に必要な環境および工程を洗い出す"
"PL02","システム企画立案","PL02.2","システム化計画の策定","PL02.2.1","システム化計画におけるプロジェクト計画の策定","PL02.2.1.2","システム化計画工程のプロジェクト計画書案を作成する"
"PL02","システム企画立案","PL02.2","システム化計画の策定","PL02.2.1","システム化計画におけるプロジェクト計画の策定","PL02.2.1.3","有識者を集め、プロジェクト計画書案をレビューし、成案化する"
"PL02","システム企画立案","PL02.2","システム化計画の策定","PL02.2.1","システム化計画におけるプロジェクト計画の策定","PL02.2.1.4","組織体のルールに従って、プロジェクト計画の承認を得る"
"PL02","システム企画立案","PL02.2","システム化計画の策定","PL02.2.2","システム計画の基本要件の確認","PL02.2.2.1","システムに求められる基本機能から、システム化の前提条件を整理する"
"PL02","システム企画立案","PL02.2","システム化計画の策定","PL02.2.2","システム計画の基本要件の確認","PL02.2.2.2","システムが果たすべき機能、役割、サービスを考慮し、システム化の範囲を図式化する"
"PL02","システム企画立案","PL02.2","システム化計画の策定","PL02.2.2","システム計画の基本要件の確認","PL02.2.2.3","システム化範囲の基本要件について、経営層やユーザ部門との合意形成を図る"
"PL02","システム企画立案","PL02.2","システム化計画の策定","PL02.2.3","対象業務の課題整理","PL02.2.3.1","システム化におけるユーザの作業分担範囲を決める"
"PL02","システム企画立案","PL02.2","システム化計画の策定","PL02.2.3","対象業務の課題整理","PL02.2.3.2","対象業務の流れと情報を整理し、業務上の課題を分析する"
"PL02","システム企画立案","PL02.2","システム化計画の策定","PL02.2.3","対象業務の課題整理","PL02.2.3.3","業務上の課題の中からシステム化によって解決すべき課題を抽出し文書化する"
"PL02","システム企画立案","PL02.2","システム化計画の策定","PL02.2.4","現状システムの分析と対応方針の策定","PL02.2.4.1","対象となるシステムの現状について、機能、性能の両面を把握する"
"PL02","システム企画立案","PL02.2","システム化計画の策定","PL02.2.4","現状システムの分析と対応方針の策定","PL02.2.4.2","システム障害による影響を分析し、障害対策レベルを設定する"
"PL02","システム企画立案","PL02.2","システム化計画の策定","PL02.2.4","現状システムの分析と対応方針の策定","PL02.2.4.3","既存システムとの連携（制限事項）を踏まえ、採用する技術の評価、選定を行う"
"PL02","システム企画立案","PL02.2","システム化計画の策定","PL02.2.5","業務モデルの作成","PL02.2.5.1","経営戦略を実現し、組織が継続的に発展できるビジネスモデルを作成する"
"PL02","システム企画立案","PL02.2","システム化計画の策定","PL02.2.5","業務モデルの作成","PL02.2.5.2","ビジネスモデルを実現するために、対象業務および関連する全業務を整理し、業務機能の再構成および業務プロセスを企画する"
